source_organization,source_indicator_code,category_id,original_title,decision,player_title,reason,concept_group,recognizability_score,specificity_score
World Bank,EN.GHG.CO2.MT.CE.AR5,,Highest total CO₂ emissions,approved,Highest total CO₂ emissions,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",co2-emissions-total,96.0,96.0
World Bank,SL.UEM.TOTL.ZS,,Lowest unemployment,excluded,,Curated out: superseded by the direct ILOSTAT unemployment-rate category.,,,
World Bank,EN.GHG.CO2.PC.CE.AR5,,Highest CO₂ emissions per person,approved,Highest CO₂ emissions per person,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",co2-emissions-per-person,96.0,96.0
World Bank,IT.NET.USER.ZS,,Highest internet usage,excluded,,Curated out: indicator relies heavily on uneven survey and national-estimation practices and does not meet the project’s provenance standard.,,,
World Bank,AG.PRD.CREL.MT,,Most cereal produced,excluded,,Curated out: superseded by the direct FAOSTAT cereals-production category.,,,
World Bank,AG.YLD.CREL.KG,,Highest cereal yield,excluded,,Curated out: superseded by the direct FAOSTAT agricultural-yield library.,,,
World Bank,SE.XPD.TOTL.GD.ZS,,Highest education spending share,excluded,,Curated out: superseded by the direct UNESCO UIS education-spending category.,,,
World Bank,AG.LND.PRCP.MM,rain,Highest average rainfall,approved,Highest average rainfall,"Retained after complete catalog review: clear, stable physical-climate comparison; the inverse low-rainfall variant is excluded.",average-rainfall,94.0,94.0
World Bank,SH.STA.SMSS.ZS,,Highest safely managed sanitation access,excluded,,Curated out: superseded by the direct WHO safely managed sanitation category.,,,
World Bank,AG.LND.PRCP.MM,dry,Lowest average rainfall,excluded,,Curated out: exact inverse of the retained highest-average-rainfall category.,,,
World Bank,IS.AIR.GOOD.MT.K1,,Most air freight,approved,Most air freight,"Retained after complete catalog review: authoritative methodology, clear player-facing meaning, and no stronger duplicate in the curated library. Numerical quality gates still apply.",air-freight,92.0,94.0
World Bank,NY.GDP.MINR.RT.ZS,,Highest mineral-rent dependence,excluded,,Curated out: no usable current country observations.,,,
World Bank,NY.GDP.NGAS.RT.ZS,,Highest natural-gas-rent dependence,excluded,,Curated out: no usable current country observations.,,,
World Bank,NY.GDP.PETR.RT.ZS,,Highest oil-rent dependence,excluded,,Curated out: no usable current country observations.,,,
World Bank,EG.ELC.RNEW.ZS,,Highest renewable electricity share,excluded,,Curated out: no usable current country observations.,,,
World Bank,EG.FEC.RNEW.ZS,,Highest renewable energy consumption,excluded,,Curated out: no usable current country observations.,,,
World Bank,SH.STA.TRAF.P5,,Lowest road fatality rate,excluded,,Curated out: no usable current observations and superseded by the direct WHO road-traffic mortality category.,,,
World Bank,IS.RRS.GOOD.MT.K6,,Most rail freight,excluded,,Curated out: no usable current country observations.,,,
World Bank,IS.RRS.PASG.KM,,Most rail passenger travel,excluded,,Curated out: no usable current country observations.,,,
World Bank,IP.PAT.RESD,,Most resident patent applications,excluded,,Curated out: no usable current country observations.,,,
