source_organization,source_indicator_code,previous_title,previous_decision,content_decision,player_title,plain_language_description,immediate_comprehension_score,gameplay_interest_score,uniqueness_score,reason,player_link_status,player_link_reason
FAOSTAT,QCL:'F1806:5320,"Most Beef and Buffalo Meat, primary producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21111.01:5510,"Largest Meat of cattle with the bone, fresh or chilled production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21512:5320,"Most Cattle fat, unrendered producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21151:5320,"Most Edible offal of cattle, fresh, chilled or frozen producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21111.01:5320,"Most Meat of cattle with the bone, fresh or chilled producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02951.01:5320,Most Raw hides and skins of cattle producing animals,excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1807:5510,Largest sheep and goat meat production,approved,approved,Largest sheep and goat meat production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'F1749:5111,Largest Sheep and Goats stocks,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1780:5510,"Largest Milk, Total production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1780:5318,"Most Milk, Total milk-producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02211:5318,Most Raw milk of cattle milk-producing animals,excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0231:5513,Largest eggs production,approved,approved,Largest eggs production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'02123:5111,Largest goat population,approved,approved,Largest goat population,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'21115:5510,"Largest Meat of sheep, fresh or chilled production",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1726:5312,"Largest Pulses, Total harvested area",excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1726:5510,"Largest pulses, total production",approved,approved,"Largest pulses, total production",,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'F1726:5412,"Highest Pulses, Total yield",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0112:5312,Largest Maize (corn) harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02140:5111,Largest pig population,approved,approved,Largest pig population,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'21113.01:5510,Largest pork production,approved,approved,Largest pork production,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'21153:5320,"Most Edible offal of pigs, fresh, chilled or frozen producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21511.01:5320,Most Fat of pigs producing animals,excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'21113.01:5320,"Most Meat of pig with the bone, fresh or chilled producing animals",excluded,excluded,,,,,,Technical animal-input count removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1783:5424,Highest Eggs Primary yield,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'0231:5424,"Highest Hen eggs in shell, fresh yield",excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01234:5312,Largest Tomatoes harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1732:5412,"Highest Oilcrops, Oil Equivalent yield",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1841:5412,"Highest Oilcrops, Cake Equivalent yield",excluded,excluded,,,,,,Obscure or technical commodity definition removed.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'01212:5312,Largest Cabbages harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1723:5312,Largest Sugar Crops Primary harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'F1723:5510,Largest Sugar Crops Primary production,excluded,excluded,,,,,,"Obscure, redundant, narrowly processed, or weaker than a retained measure.",not_applicable,Previously excluded from the catalog.
FAOSTAT,QCL:'02131:5111,Largest horse population,approved,approved,Largest horse population,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
FAOSTAT,QCL:'0113:5312,Largest Rice harvested area,excluded,excluded,,,,,,Harvested-area variant removed in favor of production or yield.,not_applicable,Previously excluded from the catalog.
