tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate
existing:PEW_RELIGION_2020_MUSLIM_SHARE,existing_playable,Highest Muslim share,Religion,,,Pew Research Center,PEW_RELIGION_2020_MUSLIM_SHARE,2020,179,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://www.pewresearch.org/religion/feature/religious-composition-by-country-2010-2020/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BN.TRF.KOGT.CD,existing_playable,Highest net capital account,Economy,,,World Bank,BN.TRF.KOGT.CD,2024,149,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BN.TRF.KOGT.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BN.KAC.EOMS.CD,existing_playable,Highest net errors and omissions,Economy,,,World Bank,BN.KAC.EOMS.CD,2024,161,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BN.KAC.EOMS.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BN.FIN.TOTL.CD,existing_playable,Highest net financial account,Economy,,,World Bank,BN.FIN.TOTL.CD,2024,161,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BN.FIN.TOTL.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:DT.NFL.BLAT.CD,existing_playable,"Highest net financial flows, bilateral",Economy,,,World Bank,DT.NFL.BLAT.CD,2024,116,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/DT.NFL.BLAT.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:DT.NFL.MOTH.CD,existing_playable,"Highest net financial flows, others",Economy,,,World Bank,DT.NFL.MOTH.CD,2024,111,verified,Remove,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/DT.NFL.MOTH.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:DT.ODA.ALLD.CD,existing_playable,Highest net official development assistance and official aid received,Economy,,,World Bank,DT.ODA.ALLD.CD,2023,135,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/DT.ODA.ALLD.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:DT.ODA.ODAT.CD,existing_playable,Highest net official development assistance received,Economy,,,World Bank,DT.ODA.ODAT.CD,2023,135,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/DT.ODA.ODAT.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BN.GSR.FCTY.CD,existing_playable,Highest net primary income,Economy,,,World Bank,BN.GSR.FCTY.CD,2024,161,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BN.GSR.FCTY.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BN.TRF.CURR.CD,existing_playable,Highest net secondary income,Economy,,,World Bank,BN.TRF.CURR.CD,2024,161,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BN.TRF.CURR.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BN.GSR.MRCH.CD,existing_playable,Highest net trade in goods,Economy,,,World Bank,BN.GSR.MRCH.CD,2024,161,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BN.GSR.MRCH.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BN.GSR.GNFS.CD,existing_playable,Highest net trade in goods and services,Economy,,,World Bank,BN.GSR.GNFS.CD,2024,161,verified,"A bit confusing category, but Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BN.GSR.GNFS.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:IC.BUS.NREG,existing_playable,Highest new businesses registered,Economy,,,World Bank,IC.BUS.NREG,2024,128,verified,What does new mean? Never seen this,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/IC.BUS.NREG,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:IC.BUS.NDNS.ZS,existing_playable,Highest new-business density,Economy,,,World Bank,IC.BUS.NDNS.ZS,2024,128,verified,What does new mean? Never seen this,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/IC.BUS.NDNS.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.GHG.N2O.AG.MT.CE.AR5,existing_playable,Highest nitrous oxide (N2O) emissions from Agriculture,Environment,,,World Bank,EN.GHG.N2O.AG.MT.CE.AR5,2024,184,verified,Remove,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.GHG.N2O.AG.MT.CE.AR5,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.GHG.N2O.IP.MT.CE.AR5,existing_playable,Highest nitrous oxide (N2O) emissions from Industrial Processes,Environment,,,World Bank,EN.GHG.N2O.IP.MT.CE.AR5,2024,186,verified,Remove,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.GHG.N2O.IP.MT.CE.AR5,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.GHG.N2O.WA.MT.CE.AR5,existing_playable,Highest nitrous oxide (N2O) emissions from Waste,Environment,,,World Bank,EN.GHG.N2O.WA.MT.CE.AR5,2024,186,verified,Remove,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.GHG.N2O.WA.MT.CE.AR5,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:PEW_RELIGION_2020_OTHER_RELIGIONS_SHARE,existing_playable,Highest other-religion share,Religion,,,Pew Research Center,PEW_RELIGION_2020_OTHER_RELIGIONS_SHARE,2020,179,verified,"Other needs to be defined - what religions are not included in other. Great Category though, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://www.pewresearch.org/religion/feature/religious-composition-by-country-2010-2020/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BM.TRF.PWKR.CD.DT,existing_playable,"Highest personal remittances, paid",Economy,,,World Bank,BM.TRF.PWKR.CD.DT,2024,158,verified,Remove,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BM.TRF.PWKR.CD.DT,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BX.TRF.PWKR.CD.DT,existing_playable,"Highest personal remittances, received",Economy,,,World Bank,BX.TRF.PWKR.CD.DT,2024,156,verified,Remove,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD.DT,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BX.TRF.PWKR.CD,existing_playable,"Highest personal transfers, receipts",Economy,,,World Bank,BX.TRF.PWKR.CD,2024,134,verified,Remove,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BX.TRF.PWKR.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.HPT.THRD.NO,existing_playable,"Highest plant species (higher), threatened",Environment,,,World Bank,EN.HPT.THRD.NO,2022,194,verified,"Great Category, never seen it in gameplay - title is funky",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.HPT.THRD.NO,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:EN.POP.DNST,existing_playable,Highest population density,Population,,,World Bank,EN.POP.DNST,2023,194,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/EN.POP.DNST,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BX.PEF.TOTL.CD.WD,existing_playable,"Highest portfolio equity, net inflows",Economy,,,World Bank,BX.PEF.TOTL.CD.WD,2024,116,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BX.PEF.TOTL.CD.WD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BN.KLT.PTXL.CD,existing_playable,"Highest portfolio Investment, net",Economy,,,World Bank,BN.KLT.PTXL.CD,2024,154,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BN.KLT.PTXL.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:DT.DOD.PVLX.CD,existing_playable,Highest present value of external debt,Economy,,,World Bank,DT.DOD.PVLX.CD,2024,117,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/DT.DOD.PVLX.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BM.GSR.FCTY.CD,existing_playable,Highest primary income payments,Economy,,,World Bank,BM.GSR.FCTY.CD,2024,161,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BM.GSR.FCTY.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BX.GSR.FCTY.CD,existing_playable,Highest primary income receipts,Economy,,,World Bank,BX.GSR.FCTY.CD,2024,161,verified,I don’t know what this means,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BX.GSR.FCTY.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:PEW_RELIGION_2020_UNAFFILIATED_SHARE,existing_playable,Highest religiously unaffiliated share,Religion,,,Pew Research Center,PEW_RELIGION_2020_UNAFFILIATED_SHARE,2020,179,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://www.pewresearch.org/religion/feature/religious-composition-by-country-2010-2020/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:ER.H2O.INTR.PC,existing_playable,Highest renewable internal freshwater resources per capita,Infrastructure,,,World Bank,ER.H2O.INTR.PC,2022,180,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/ER.H2O.INTR.PC,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BN.RES.INCL.CD,existing_playable,Highest reserves and related items,Economy,,,World Bank,BN.RES.INCL.CD,2024,159,verified,Confusing category,clarify_or_remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BN.RES.INCL.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:highest-mapped-river-density,existing_playable,Highest river density,Geography,,,Natural Earth,highest-mapped-river-density,2022,195,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://www.naturalearthdata.com/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:SP.RUR.TOTL.ZS,existing_playable,Highest rural population share,Population,,,World Bank,SP.RUR.TOTL.ZS,2025,194,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/SP.RUR.TOTL.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BX.TRF.CURR.CD,existing_playable,Highest secondary income receipts,Economy,,,World Bank,BX.TRF.CURR.CD,2024,158,verified,Remove,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BX.TRF.CURR.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:BM.TRF.PRVT.CD,existing_playable,"Highest secondary income, other sectors, payments",Economy,,,World Bank,BM.TRF.PRVT.CD,2024,157,verified,Remove,remove,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/BM.TRF.PRVT.CD,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
existing:IT.NET.SECR,existing_playable,Highest secure Internet servers,Infrastructure,,,World Bank,IT.NET.SECR,2024,194,verified,,retain_and_audit,existing_validated,pending_v16_2_6_reconciliation,,,https://data.worldbank.org/indicator/IT.NET.SECR,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",
