source_line,category_title,domain_and_series,source,quality,legacy_rejection_basis_seed,integrity_status,editorial_disposition,legacy_guard_action,reason_class,first_principles_rationale,recommended_next_action,linked_tracker_ids,linked_tracker_dispositions
664,Largest Green garlic harvested area,Agriculture · QCL:'01252:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
665,"Largest Peas, dry harvested area",Agriculture · QCL:'01705:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
666,Highest dry peas yield,Agriculture · QCL:'01705:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
667,Highest cauliflower and broccoli yield,Agriculture · QCL:'01213:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
668,Highest apples yield,Fruit · QCL:'01341:5412,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
670,Most fruit produced,Fruit · QCL:'F1738:5312,FAOSTAT,,generic_v15_rejected_only,verified,clear_legacy_block_current_path_governs,clear_generic_legacy_block,current_canonical_path_governs,"This legacy row collides with a current retained/validated-path concept (Most fruit produced). The old rejected source/path must remain dead, but its title-level legacy veto must not disable the current canonical path.","Clear only the historical title/semantic veto. Keep the old source row excluded and let the current category pass the normal source, quality, duplicate and editorial gates.",existing:QCL:'F1738:5510,retained_existing_subject_to_shared_gate
671,"Most meat, Total produced",Livestock · QCL:'F1765:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
673,"Largest Roots and Tubers, Total harvested area",Agriculture · QCL:'F1720:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
674,Largest Vegetables Primary harvested area,Vegetables · QCL:'F1735:5312,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
677,"Most Beef and Buffalo Meat, primary producing animals",Livestock · QCL:'F1806:5320,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
679,"Most meat, Poultry produced",Livestock · QCL:'F1808:5510,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
680,"Most Cattle fat, unrendered producing animals",Livestock · QCL:'21512:5320,FAOSTAT,,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,agriculture_item_matrix_overproliferation,"The concept comes from the legacy FAOSTAT item-by-element expansion matrix. Even when source-valid, the remaining yield/area/production/animal-count slices add low marginal variety and would re-saturate an already agriculture-heavy catalog; v16.2.6 deliberately prefers a small set of recognizable representative food/agriculture anchors.",Keep excluded from the playable core. Reconsider only if a future category is both highly recognizable and demonstrably distinct from retained crop/livestock/food anchors.,,
